text,cluster_id,topic
 I had and lemon lawed a 1996 Mustang GT Convertible  Cute car   extremely good looking  Driving it was awful  Front end shook  brakes wouldn t stop  Ford did not stand behind their product and  instead  implied it was all in my head  Yet they had no answer as to why the brakes failed while I was driving it  They couldn t answer why 3 different dealerships refused to do anything about my complaints  They never checked the brakes further then to look at them  They never tested the lines or anything else  They insisted my front end problems were tire related  yet I had 3 different sets of tires on the car in the space of 2 years   the final set had about 9 000 miles and were practically bald down from 19 000 on the first set  which still is less then Goodyear s 25 000 suggested mileage and I drive my cars baby like I do not beat on them or do anything such as that that would wear tires down prematurely  I had 2 Trans Ams prior to that Mustang GT and guess what I got after I won the lemon law case and Ford had to buy back the car  You guessed it   another Pontiac Trans Am  We won t even mention the fact that the Mustang GT doesn t come anywhere close to the T A and Z28 in horsepower  I could get the same horsepower in a 6 cylinder 4 door car  i e  the 300M  that Ford is offering in their supposed  quot sports car quot    I consider the Mustang GT to be a sick joke  Every time I was at Ford there were NUMEROUS Mustangs being brought in for repair   too many to make it worthwhile br br,0,Mustang Car Reviews
 My first car for college is likely to be the last Ford I will ever own  Driving the Ford Tempo is like being behind the wheel of a death wish  By the time I had gotten rid of the vehicle I had experienced all of the following Replaced a CV Joint Lost my Gas gauge and Odometer  well it was still there just dead All interior lights malfunctioned Blinker arm fell off Driver side door failed to open from the inside Driver side Seat back went into a state of constant recline Had scalding hot water dumped from the heating coil onto my foot   I ve never taken a shoe off going down the hi way 70MPH so quickly in all my life Lost A C Lost Heater Lost Defrost  in a snow storm I might add Lost the Muffler The Tie Rod snapped on a curve at 50MPH causing the wheels to be perpendicular to one another consequently ripping the tire off of the wheel near death experience  I could have reached out the window as I was flying through the air and written my name on the near by telephone pole  before I landed in some farmers field Ball Joint snapped  looked like the wheel had decided to take nap  This was repaired for free the mechanic said after 6 repairs your 7th is free  Radiator Problems Don t buy this vehicle  I repeat Don t buy this vehicle  Don t take a free Tempo  After repairs its extremely expensive  I d call it a million dollar car br br,0,Mustang Car Reviews
 I have now had the displeasure of owning two of these  quot vehicles quot  The first was my first car ever  then when someone ran a stop sign and hit me  totaling that one  my parents bought me another one  I ll say this  that was all the motivation I needed to save up the money on my own and by my OWN car The worst part about the Tempo was that I had the same problems with both of them  The oil leaks  the muffler rusting out completely  the shocks rotting out  I even talked to a ford tech to ask him what would be causing my car to smoke and smell bad if it wasn t over heating  As soon as I told him it was a tempo  he diagnosed it as an oil leak  And then he asked me if my Muffler had fallen off yet  it hadn t at the time but did less than a month later  That oil leak  a week after it started smoking  and on the day I had bought the part to fix it  CAUGHT ON FIRE  That s right  my car caught on fire in my friend s driveway  Thankfully since we were there to work on the car  we caught it before it did any damage Other various problems I ve had between my two tempos include not starting without recharging the battery when the temperature dipped below 30  which happened with two separate batteries  so it was definitely the car  busted alternator  the seatbelt motor not working  which cost  500 to fix and was required by law  One window s motor not working and being stuck up  two windows getting stuck down  SUCKED in the rain  a radio that didn t shut off with the rest of the car and had to be turned off manually  And  my personal favorite  the electronic fuel door release just stopped working  But that ended up working out for the best because at the time  the door itself had stopped shutting  I beg you not to buy this car  life is too short to make all of the mistakes yourself  sometimes you need to learn from someone else s br br,0,Mustang Car Reviews
 I had a Ford Taurus that was a deathtrap so I went to a Ford dealership to buy a new car  thinking that they d have to take it  I was planning on getting a Ford Escort GT but they only come in stick shifts  So the sales person steered me towards the Tempo  The price was good and it was shiny new so I bought it  I also bought the extended 50k warranty  Before the car hit 25k the fuel pump went  Repaired for free  Then the starter went  Repaired for free  Then it went again  Free  The third time was less then 6 months after  2 and they wanted me to pay a  50 deductible  The boyfriend type man convinced them that they did NOT want to charge me  The next time my car wouldn t start  similar situation to when the starters went  a friend suggested I put the car in neutral and let it roll   and it started  From that point on I was constantly rolling and starting it  Looks stupid when you re not on an incline  Finally the rolling technique stops working and I tell the Ford dealership to put in another starter  They keep it for the day and say there s nothing wrong with it  the starter is  300 and do I really want it  I take it home  and it promptly refuses to start  I take it to the local car repair shop and they diagnose a starter cellanoid and fix it for  29 00  I also asked the Ford dealership to repair the stupid clicking noise the heater fan  which is constantly on  makes  This is  200  and  of course I ve already had this fixed  The Ford guy just shrugs and says  quot oh  these things keep breaking quot  like that means I should just keep paying for it  The car just turned 86k so I m not happy about all of these repeat repairs  since I m the one paying for them now,3,Ford Taurus Reviews
 I bought this 1994 Tempo in June of 1995 for vehicle for business purposes  It s the worst vehicle I have every owned   and it s not even fixable  To date no one has been able to diagnose what is wrong with this lemon  I m scared to go anywhere with it  You have to carry a cell phone when you do drive it for when you break down  I drive about 25 km to work and on a hot day  I may not make it to work and won t make it home  During the hot weather  it breaks down about three times a week on my way home  and usually the breakdown point is within the same 2 km area I bought extended warranty which to date has covered very few of the repairs  In fact  they just can t find what is wrong with the car  It quits when it gets hot  just like an old fashioned vapour lock used to   sometimes will restart within ten minutes but sometimes takes a couple of hours  it quits or won t start when the weather is wet  not even right after a tune up  it quits when you go through a puddle and splash water on the lower part of the engine it may or may not start if the weather is cold  and the service engine light hardly ever goes off  The codes are of absolutely no assistance to diagnosing the problems  Last summer it was in for service several times a month  usually on a tow truck  and it is still not fixed The gas mileage is just about the same as my old beater 1988 F150 Supercab 3 4 ton truck  In fact  the last trip from Halifax to Toronto was cheaper driving the truck than the trip 2 months before driving the 1994 Tempo  And the truck made it no problems  the car broke down Christmas Eve in Montreal and then again in Toronto on Boxing Day I buy a vehicle expecting to get at least ten years out of it  My husband has a lot of mechanics tickets for heavy equipment and maintains our vehicles very well  As soon as I finish paying off this lemon this summer  it s going  I still have a year s warranty left on it but I just can t afford the gas  the downtime and repairs that aren t covered Nothing the Ford dealer represented to me on this vehicle is true br br,0,Mustang Car Reviews
 I bought this car thinking it would be a deal  because my friend owns one  and he said it has been great for him  well little did I know how absolutely terrible this car is  it breaks down every 20 miles  gets bad gas mileage  and it has this odor It s awful  I can t turn on the heater  because the element has broken down  the radio hardly works  I can only listen to KOZY 106 5  which is fine  but it gets really annoying  the steering wheel sticks  I have had to call my friends and family so many times to come pick me up from work so many times it s embarrassing  And noone will buy it off of me because unlike me  they are smart and can spy a lemon  I have even left the keys in the car in plain view in high hopes that someone would steal it  but they wouldn t even do that for me  This is seriously the worst car I have EVER had,0,Mustang Car Reviews
 I have owned my 1994 Ford Tempo now since July of 1995 and though Ford is usually a  quot name you can trust quot  it is not in this case  This car has had constant problems with the brakes  which no one can seem to fix  with the engine itself  an oil leak that I swear was there when it left the factory floor  bad locks  bad door handles I could go on and on and on I thought that this would be a reliable family type car  big enough for groceries  yet not so big that it would be hard to handle  Instead I find that this car is so unreliable and shoddily made as far as I am concerned  it should never have been built in the first place  Due to financial trouble  I got roped into paying  52 37 a week FOR FIVE YEARS For this lemon knowing what I know now  I wouldnt give Ford the first MONTH s worth of payments for this money pit br br,0,Mustang Car Reviews
 I bought a used 1987 Ford Tempo GL for my wife  At first  it was a good car  But then  things went wrong  I had to put several hundred dollars into the car in the past 2 years  the air conditioner don t work  I had to replace the computer  and it s still running bad  I guess I should have got the hint when we found all the paperwork on the car and there where several receipts from mechanic work done on the car  And I have seen several Tempo s on the side of the road broke down  I also know that Tempo s have an exhaust leak problem  I ve seen a lot of Tempo s that are very load because the muffler need to be replaced  The car is a nice car  don t get me wrong  but I think there are mechanical problems with it that make this car a bad choice br br,0,Mustang Car Reviews
 This was my first car  unfortunately it s been a huge problem for me  In less than a year  I have already invested at least half it s worth  The first day I drove it over 10 miles it locked up and was unable to drive  My tailpipe and my muffler have fallen off  My mileage has constantly gone done  averaging about 15 miles a gallon  I ve changed the brakes 3 times in less than a year  and they still squeak when I stop  When you are in park  it feels like you are in an earthquake  It rattles  no matter what  The central air is tricky  you have to press off every time you turn off the car or when you turn the air back on it will be on defrost  My right window on the passenger side doesn t even open  The throttle cable hangs up and makes it so sometimes that you can t even make it go over 45 miles an hour unles you re lucky enough to hit that big of a hill  The trunk doesn t open unless you have the car on  The doors stick and you have to repeatedly press unlock to get it to unlock  The scariest thing is that when you drive sometimes the door flies open  No matter where you are  the inter state or a rural road  Even when it s locked  I wouldn t recomend this car  It s too unsafe  Two nice things are the comfy seats   especially when you are waiting for someone  and the roomy trunk  Dependable seekers  look else where br br,0,Mustang Car Reviews
 I bought a 1994 Tempo after my Hyundai XL completely died  It was one of two Tempos on the Ford lot  and the only two cars in my budget range  I was in college and working two part time jobs  I purchased the extended warranty for almost  3000 and never used it  which was stupid because the seatbelt motors went bad after I had the car for a week  so my automatic seatbelts wouldn t work and made loud noises trying to work  I just didn t have the time to go into the dealership because I was in classes and working constantly  Needless to say  they are still broken  and it probably wouldn t have been covered anyway  My extended warranty only covered major body work  It worked fine right up until the point that my extended warranty ran out  Of course  I wasted  3000 and I still have nearly  3000 to pay on the loan on a car that isn t worth  1500  The driver side window has to be manually forced down  and the driver side rear window squeaks when being rolled down  Another con is that the back windows only roll down half way A couple of months ago  the gas tank started leaking  At first  I could smell the gas  and once  my friend witnessed a couple of gallons just pouring out into the gutter  I took it to a repair shop  and they told me that nothing was wrong with the gas tank  but they did find out that my rear right brake needed work  That wasn t a surprise  My brakes had been causing me constant squeaking and grinding problems for over a year  I thought that my brake problems were solved  Yeah right  Previously  I had paid over  400 at Midas to get them fixed  and they ended up worse than when I took them in  I took them back  and they reported that there was absolutely nothing wrong with them  My brakes make constant noise most of the time  but that day  they chose to remain quiet after I took it in  Anyway  I told the repair shop to fix the brake  It cost me over  200  and I couldn t tell that there was a difference when I took it back  Since then  I still have bad brakes  and while I no longer smell gas or witness gas leaking  I get about 10 miles to the gallon  My car has begun to make a rattling noise  and the trunk catch is broken  I have to tie my trunk down  I m a student  and I can t afford a car that causes me constant problems  I ve heard about other Tempo owners who were constantly paying to repair brakes  Shops will tell them that there is nothing wrong with them until the brakes have been damaged so much that the whole system needs to be replaced  There have also been numerous reports about gas tank problems and cars catching on fire because of leaks  I m not repairing anything on this car  I m getting rid of it  The only other good thing about it is that it has a lot of trunk room and plenty of back seat space  Not that I get to use that space  No one wants to ride in my death trap,0,Mustang Car Reviews
 My Family purchased this car after our 1988 Ford Taurus Station Wagon went out  We thought  well  since that was a good car  why don t we try this one  Our mechanic sold it to us  He had used it 5 months  Since that time  a muffler has come out  the transmission has gone out  the door quit working  the windows quit  and other technicalities  Our family has big  tall people  This car is not designed for Big  Tall people  It is for Little people  4 8 5 5  We are getting rid of it  DO NOT GET THIS CAR  WE HAVE SPENT LOTS OF MONEY ON REPAIRS AND YOU WILL TOO br br,3,Ford Taurus Reviews
 This car would make a great pic nic table  or maybe a great fountain in the front yard if you gutted it out  This car would be absolutely great  just as long as you weren t driving it  I absolutely hate my Ford Tempo  It was a great car for the first day  and I still think the interior is rather comfortable not roomy by any means  but comfortable  This is a very minimalist car no special features  pretty basic interior  pretty sluggish  etc etc etc  It s only great feature is that it s a cheap car to fix  And fix you will do a lot  This car makes more noises than a synthesizer  unfortunately they don t sound as good  Watch out for the harmonic balancer  This happened to me after the first month  Basically it makes a sound like a jackhammer in the distance  especially when making a turn  Apparently this problem is so common  that when I took it to the shop  the mechanic ran upto my car before I left it and told me I needed to replace my harmonic balancer  Apparently Ford stuck a very cheap one in the tempo that cracks on a regular basis  Ok  back to the car buy a Taurus instead  In fact  if you can  don t buy a Ford  So  to reflect on what I ve just written  this is a bad car  a very very bad car  Don t buy one  you wont be happy  unless you are a really twisted person br br,3,Ford Taurus Reviews
 About a year ago I sold my 1990 Ford Ranger STX 4x4  I had good reason to sell it  It was so incredibly unreliable  It was a four wheel drive regular cab short bed  It had a 5 speed manual transmission  2 9L V 6 engine  AM FM cassette  My Ranger was a nice looking off white with tan cloth interior and bucket seats with console  It was a very attractive truck  but constantly needed some kind of repair  Literally every month something went wrong with it  My father had given it to me because he knew I needed a vehicle and he wanted something newer  It wasn t terribly old though  It had about 114 000 miles on it and ran great  My father had the truck since new  and pampered it  Two weeks after he gave it to me  the engine started smoking really bad  I took it in to the local Ford dealer  They said it needed pretty much all new seals and gaskets  A  600 repair  A couple of weeks after that  the A C stopped working  a  400 repair  A month after that  I accidentally pressed the four wheel drive button and it got stuck on  I took it back to the Ford dealer  I was told that there was too much grease on the front hubs and it was causing the four wheel drive to stick  wrong  When I took it in for the third time to get the stupid four wheel drive fixed  I was told that it needed a new 4x4 engage disengage motor  This solved the problem  Within a month of that happening  the clutch started slipping  but didn t bother fixing it because I had already put so much money in to it and couldn t afford the clutch  At about the same time  the speedometer stopped working occasionally  I don t know if poor reliability like this is normal for a truck or not  but I will never buy a truck again  Not to mention that it was rediculously slow on the highway  You could floor the gas pedal without ANY acceleration  It got terrible gas mileage too  I only had it about six months during all of this before I traded it in for a car  Don t consider a truck unless you ABSOLUTELY need one  Trucks tend to be slow accelerating  gas guzzling  and unsafe vehicles compared to cheaper cars,1,Car Ownership Experiences
 We bought this truck back in 1991 from a woman in our community  We got it with less than 80 000 miles on it at the time  Now it has nearly 170 000  Sure  it drinks  and drips  loads of oil and isn t very good on gas milage anymore  but that truck is made like a Timex  Presently it smokes from the wore out muffler and some other place on the engine  I have to ride the breaks when I m at a red light  and it never ever wants to start when it s the least bit cold outside  but my little truck is paid for and it s never let me down  With all of its problems it s never cost over  275 at one time to repair  Mostly it s just replacing of belts and filters  or adjusting the corborater  Since this truck has lasted so long with its problems  I would consider buying another Ford truck in the future  I can t really recommend the new Rangers since I know nothing about Ford s quality now br br,1,Car Ownership Experiences
 I made a big mistake and bought a 1997 Ford Taurus SE  I used to work at a large Ford dealership and thought I still had lots of friends at the dealership  so I went there to buy my car  When I bought the car it had 28 000km on it  I thought the price was a good deal  but let me tell you it was no deal The car has shown well in safety tests  probably because its always in the shop and not on the road  and is quite comfortable and roomy in the front and trunk is large and can hold just about anything  Ford rates it as dependable and reliable  Well the people who rate the dependability and reliability of this model must not own one This car spends more time getting fixed then it does on the road  The dome light stays on whenever it feels like  the heater motor went 6 months after we bought it  the cable that runs form the steering column to the transmission snapped right after the 60 000km warranty ran out  There are power surges when you slow down for lights or stop signs  But the biggest problem is that the car has less than 117 000km and now the transmission has blown  Even though I know a mechanic that charges me less than the going rate for labor  this repair is going to set me back approx  3 000  with the cost of car rental for 10 days  I can say however that the car rides nice and smooth and the steering so far has been good  it corners well and does not shake and shimmy at speeds of 100km or more  This vehicle gets good gas mileage and does not burn a lot of oil However the bad out weighs the good  For a domestic car the repair bills are quite costly and the parts are not as easy to get as you would think  With the time is spends in the shop and the cost to repair  it just is not worth it When I spoke with the dealership one of the sales guys laughed at me and said that the Taurus is just not a good car  thanks for selling it to me Not only that but the place that my mechanic sent the transmission said that he already has 4 Taurus s 97 and newer that have the same problem Unless you like to spend a lot of money and love to read the magazines and check out the guys at the shop I don t recommend this car to anyone  I know that I will be unloading mine as fast as possible What the say about FORD  found on road dead or fix or repair daily  definitely applies to this model br br,3,Ford Taurus Reviews
 When we bought this car we did not want to spend a lot of money  Ours was the last of its kind on the lot  it s a  97 G  but we bought it new in  98  It s stripped down  it has an AM FM stereo and power windows  but no power locks or trunk release from inside the vehicle   a definite negative  Still  these issues were minor because we wanted a car with a good safety rating  and we needed a car that was relatively inexpensive  This car was both We felt we were OK because it was new and came with the manufacturer s warranty 3 year  36 000 bumper to bumper  We used the car primarily for cross country trips and it did quite well  But on our third trip  we noticed the transmission was very tough to shift into gear  We had 8 000 miles on the car  The dealer found that the transmission had a problem  and only fixed the portion that was causing the problem  Some seals were bad  as well as some valves  I asked why they wouldn t replace the entire transmission  considering it failed after only 8 000 miles  He said they only repair the portions that failed  In my opinion  I have a defective transmission which is begging to fail and strand me  or my wife and kids  in the middle of nowhere  Ford was not willing to replace the transmission  Despite this major flaw  the transmission is still not working perfectly and the warranty has expired  the car has been fairly reliable  During the three years we ve owned it  we ve barely put 35 000 miles on it  All of the repairs done were covered by the warranty  see below  I won t say it was  free  however  because each time I took the car in for repairs  they kept the car all day and I had to make other arrangements to get to work  1  transmission   pseudo repaired   it works  but not perfectly 2  power steering pump   noisy and replaced 3  emissions switch   a light came on in the dash informing us to check the engine  had to go to a dealer  we were on vacation  and spent the morning there while the switch was replaced 4  weather stripping on passenger front door   seal was broken between the door and the car body   replaced,3,Ford Taurus Reviews
 Since 1997  when I bought my 97  Ford Taurus  I have gotten to know my auto repair man very well  I have spent more time waiting in his shop in the past few years than I have going out with my husband  This car not only has given me a ton of trouble  but it s always strange odd trouble  Car troubles that no one has ever heard about  Last year I had to replace the engine because I drove through a puddle  That s right  the engine  Sometimes when I step on the brakes the rear defrost goes on  Of course this is just the mild trouble other problems I ve had  include the interior lights never going out  causing the battery to die  Sometimes the alarm goes off  while I m driving  I truly believe I could make a horror movie comparable to the Amityville Horror house move about this car  My point is  save yourself trouble and hassle and RUN don t walk away from that Ford Dealership br br,3,Ford Taurus Reviews
 Ford taurus  have to be the worse car on the road today mechanically  sure  it looked good  but not worth all the money you need to sink in to it to keep it running  I put a total of 4 transmissions in mine and even that one was on it way out when i traded it in  There are also 2 safety issues i have with this car  first one is the engine mounts fell off  yes  my engine flew to the ground just about  they did recallit butnot until after ipaid that expense  The second and more serious flaw is that on a 90 degree turn into oncoming traffic  the turn signal switch that is inside the steering column broke off inside causing me to loose control of all steering  They still have not recalled this even though i know many people this happened to and they called it in also  I would never purchase a ford taurus again  heck  i wouldnt even take one for free unless i owned a money tree br br,3,Ford Taurus Reviews
 I will NEVER buy a Ford vehicle again  I bought my 2 year old Taurus from a reputable Ford dealer  They told us that the car was just off of a lease  It had never been in an accident  the brakes were new and we still would have one year left on the original warranty  We bought it the car and the story  The brakes had to be totally redone after just two months  The Ford reason for the rust and corrosion was the car had  quot stood quot  too long  Yeah on their LOT  Then there s the TRANSMISSION  First it was a hard shift on my automatic transmission  They adjusted the computer  Then it needed still more adjustment  This dealer couldn t fit us in for 4 weeks  So we tried another Ford dealer  They wouldn t touch a car that another Ford dealer had already touched  We called FORD s 800 number  They said the second dealer had to take us  The dealer then said they were too busy to get us in  We called the original dealer and asked for a loaner as we didn t want to damage the transmission  They refused and said we weren t damaging the car  When they did finally see our car they said we needed a whole new transmission  They then said that the warranty had run out and besides it must have been something we did  We ve since learned that Ford Taurus has a history of transmission problems and obviously don t back their product  NEVER EVER AGAIN br br,3,Ford Taurus Reviews
 In early 1998 I purchased a 1997 Ford Taurus SHO program car from my local dealer  The car had been purchased and used by Ford as a  quot Junior Executive quot  automobile  whatever that means  The vehicle itself was in great shape with only 15K miles on it  so my wife and I figured  quot Hey  it s practically new quot  The car was back into the shop within the first two weeks to have the  quot Football quot  replaced  The tape deck unit was not functioning properly  so the entire radio climate control unit had to be replaced  Within a month  the car had 16K miles on it at this point  I had to take it back to the dealer to have the drivers side rear window motor replaced  It seemed a bit early to have this motor replaced  but it was under warranty so I didn t complain too much  Things seemed to go fine for about three weeks  when the CD changer wouldn t register that there were any CDs and wouldn t release the CD cartridge  This problem took about 7 visits  3 different CD units and the course of six months to finally get straighten  In the mean time  while visiting family in Iowa at Christmas time  I accidentally pressed the sunroof  quot Tilt quot  button while looking for the map light  in the dark of course  The sunroof then refused to close  It took about 25 minutes of me standing in 4 inches of snow  and my wife trying from the inside to get the sunroof closed   to this day  the sunroof still doesn t close everytime you press the close button  Upon our return  we once again took the car to the dealer for warranty repairs  A few months passed with no further problems from the car  everything seemed to work properly  One afternoon while leaving on another trip to Charlotte  about 3 hours I took the car through one of these gas station car washes  when the sunroof leaked water on my wife  Upon further inspection  we found that  while being closed flush on the drivers side  the passenger side of the sunroof failed to close the entire way  leaving about an 1 8 quot  gap  I stopped by the dealer  set up an appointment and we proceeded on our way  When we arrived in Charlotte  We checked into our hotel and decided to grab a bite to eat before the concert  We drove maybe fifteen minutes from the hotel to a cafe  We spent about another 15 20 minutes eating  When I got back out to the car after eating  it was dead  Nothing  Nada  When I turned the ignition key  abosolutely nothing happened  The car didn t sound like it had a low battery  it didn t make any sound  I had to wait for about and hour and a quater for a tow truck to come  then had to wait another hour while the local dealer supplied me with a rental car  it was a Ford operated rental agency too  I was further informed that FORD expected me to cover the costs of the rental  and that my car might not be ready the next day  since it was 5pm and that I would be charged to take the rental out of state  and then they expected me to return to Charlotte to retreive my car  I was floored at the apathy of Ford  especially when my service records showed the unacceptable number of time that the vehicle had been in the shop for warranty repairs  over 12 times in 12 months  I bit my tongue and rented a car  Crown Vic  60 a day  Luckily my car was ready the next morning  prognosis  the battery had gone dead  I don t see how  when it happened out of the blue  I had had NO problems starting the car at the hotel  and then 45 minutes later  15 of the driving and recharging the battery  and nothing pulling power fromt he battery when the car was turned off  the battery is all of the sudden dead  with no charge  It was at this point that I starting telephoning Ford Customer Service  who most of the time were rude and told me they had no further interest in me or my vehicle problems  After 9 phone calls and 6 months of complaining  a call to a lawyer  and hassling with the local dealer  who all they wanted to do was trade in this car and sell me another one  Ford finally gave me a 75K mile warranty on my car  It took long enough for Ford to show any signs of customer service  I was very diasappointed in the way that Ford handled the situation  I expect that cars have some problems  but it seemd to me that 12 times for warranty repair in 12 months on a car with less that 30K miles was a bit unacceptable  So far  knock on wood  the car hasn t been in for anything other than routine maitenance  oil  brakes  etc in about 10 months or so  Maybe the problems have worked themselves out  I cannot recommend the SHO version of this car to anyone who doesn t have the time or patience to deal with a car that is constantly in the shop br br,3,Ford Taurus Reviews
 Could things get any worse I loved how it looked  after that it was all down hill  Besides the neat oval theme there is nothing about this car I liked  First problem was a short in the steering column  ever time you turn right the radio would shut off  Then as I drove home from a long vacation  at night  made a right hand turn and the headlights shorted out   We ended up sleeping at a rest stop until the sun came up and comfort is not included with the oval theme  Then I had problems with the tranny slipping and when you put it in reverse none of the electrical worked  And to think this all happened before I could make my first loan payment br br,0,Mustang Car Reviews
 We bought our 1997 Ford Taurus used in 1998  It had 10 000 miles on it and was the GL edition  Unfortunately we were looking forward to getting another Crown Victoria but none were in our price range  As a whole the car performs well  It started everytime you wanted it to and did great in the snow  While driving around in suburban areas the car is a dream  it s a smooth ride  quite quiet  and the car itself has no trouble  However once you hit try to go on the highway things get a bit shakey  In the beginning It seemed hard to get the car to cruising speed  Once at cruising speed things cool down a bit  but try to accelerate from cruising speed and the car will give out quite a shudder  This isn t the best car to be taking on long highway trips  Other than that the car will perform well  Next there is the interior  All the radio  A C and heating controls are in one area which makes it very easy to memorize  The dashboard is arranged in an orderly fashion  The seats are very comfortable although the drives seat could have more lumbar support  As a whole the interior is very roomy  There is enough room for me being 6 feet to sit in the front and my friend of the same height to sit in the back without us having our knees at our ears  Unfortunately much of the interiors moving parts were made of plastic which broke of when over used  As a whole this car was ok  I never got used to how many miles to the gallon you could get in the Taurus and the stuff you could fit in it  Although towards 70k miles this car started needing expensive repairs it lived through a trip to Washington DC and my Mother who runs child day care in our house and used it many times to transport them  For this cars performance i wish we had gotten another Crown Victoria we still our 1988 one which has 147 000 miles and still out performs the Taurus,3,Ford Taurus Reviews
 I bought my 1997 Taurus LX from Tom Wood Ford in Indianapolis in April of 1998  It was a demo and had 6 000 miles on it  Listing for  28 700  I paid  21 000 for it  I asked the dealer twice to provide an owner s manual  none was ever provided so I switched dealers to Capital City Ford  I have had the Taurus in the shop MANY times for non routine items  including  The cigarette plug broke  the overdrive switch broke  a component in the steering linkage failed  and the stereo is garbage  Let me tell you about the  700 mach 460 radio Ford is so proud of  It has intermittent static in the front speakers  and I have taken it to Capital City Ford FIVE times to be repaired  The static is still there  The service department will not replace the stereo because they are afraid Ford will charge them for the item if it tests OK at Ford  In the meantime  both Ford and Capital City have ensured that my wife s next car will be a Daimler Chrysler  In fairness  I have a Ford Ranger that is flawless  but my Taurus is a piece of junk  I called Ford to have them tell the dealership to fix the problem  and they gave me the runaround  Goodbye Ford  hello Chrysler 300M,3,Ford Taurus Reviews
 I honestly can t complain about the engine or transmission or any other major component of my 1997 Taurus GL  It has always gotten me where I need to go and has always started up in the morning  etc  However  about 2 000 miles after my 36 000 mile warranty expired  all sorts of things started to go awry  First  the passenger side window  automatic  of course  stopped rolling down  The driver s side went soon after that  And  now  none of my windows roll down  When you get into the car  the little light showing that a door is ajar remains on along with the dome light and all other interior lights  It s quite embarrassing driving down the highway at night with your car lit up like Times Square The parts  from what we have discovered  are only available through Ford  which means big money  So  my husband messed with it until he got a couple of the windows working  I m still waiting for the dome light to go out or the battery to run down first  I m anxious to trade this baby in before anything else happens br br,3,Ford Taurus Reviews
  The 1992 Ford Taurus  was now in its 2nd generation  many car companies for 1992 had revised their sedans to look more aerodynamic  so Ford had to do something to stay on top in the style department  Unfortunately this attempt resulted in a more blase look  The 1992 Ford Taurus  while improved in some areas  never made it past 1st base in other areas   The 1992 Ford Taurus  is not much different than the 1991 models  the 2 4 liter  90 horse powered engine is finally dropped  but there still is an anemic 140 horsepower 3 0 Vulcan V6 as its base engine  The 1992 also weighs more than its predecessor  tipping the scales for the first time over 3 100lbs  The next engine is the Essex 3 8 engine  It too has 140 horsepower  but unlike the Vulcan 3 0 it gets all its power at a much lower RPM  and has more torque  215lb ft  The top of the line engine is the 3 0 DOHC engine that was built partly by Ford  and mostly by Yamaha in Japan  This engine cranks out an impressive 220 horsepower  and will burn rubber if you don t watch your right foot at a stop light  This engine unfortunately is only available in the top of the line  SHO  models  and they only come with a 5 speed manual for this year  The AXOD transmission still  after thousands of complaints  comes in the GL and LX models with the OHV 3 0 and 3 8 engine  Ford obviously did not listen to their customers very well i Driving Impressions i   T he LX equipped with the 3 0 is what most of the critics called  anemic   boring  and just  plain sad  this lack of power problem was obviously an issue that I did not share alone  This car not only was slow in the lightweight models of the mid 1980s  but for 1992 it s even slower with the added weight and no increase in engine power  The 1992 Ford Taurus  of course is not a race car  however shouldn t  acceleration  onto the freeway at a decent pace be a standard amenity in an almost  20 000 family car  I think so  Remember  when these cars were new they were not exactly cheap  some LX models were as much as  21 000  a good engine  with adequate power is not asking too much  is it  My Test car  a 1992 LX only had 82 000 miles on it  but felt like it had much more  There were tears in the headliner and vanity mirrors  the carpet was worn  the back seat had tears in the cheap leather  This car looked as though it had been through the war  There was even a time while accelerating up hill that the transmission totally slipped out of gear  I had to shift to neutral then back to D  After letting off of the gas pedal  the transmission let itself go back into high gear  and I resumed my way up the hill at around 45 MPH on the freeway  very dangerous when the speed limit is 80  but I had no choice i Interior Accommodation i  The  interior  is not too bad  I ve never personally been in a 92 Taurus when it was brand new  lets see  in 1992 I was around 14 years old  But I can imagine what this car probably looked like  The leather probably looked plush  the headliner fitted like a nice pair of leather pants  and the transmission as silky smooth as my skin  that s me trying to be funny  Anyway enough about probably s  this car is now 10 years old and it is pretty darn close to what many would consider junk  The interior does boast tons of room  trunk room included  There is 6 way power seats with lumbar support as an option for the LX  leather  a cold AC  an optional electronic dash  electric antenna  5 MPH bumpers  front air bags  finally  ABS is an option  The 6 speaker Ford sound system probably would have been good  but it didn t work so I can t comment   Exterior Innovation i  The  exterior  looks much like the 1st generation s  The rear looks a little more square  there is modified tail lights and head lights  body colored bumpers and door handles  more attractive stock rims  and paint has been revised so it doesn t wash off as easy as the previous 1st generation models  When I say  wash off  in a number of cases this actually happened with first generation Ford Taurus i Price i  The  price  for a 1992 LX Taurus will cost you around 3 000 dollars  In many cases these cars are being given away  or close to it   Other Cars To Consider b i 1  Dodge Intreped 2  Eagle Vision 3  Chevrolet Lumina  a href content 63653777028 http www epinions com content 63653777028 a   My Review 4  Honda Accord 5  Toyota Camry 6  Chevrolet Corsica 7  Plymouth Acclaim 8  Dodge Dynasty 9  BMW 3 series 10  Ford Thunderbird  Happy Car Shopping,3,Ford Taurus Reviews
